NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
3,0,2,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,22,0,0,0,0,0.0,0.0714285714,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,4,68,3,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,18,43,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
1,0,2,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,8,0,0,0,0,0.1570247934,0.0,0,0,0,0,0,0.0330578512,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,1,3,57,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,14,36,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,5,73,8,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,15,51,0,0,0,0,0.1910828025,0.7142857143,0,1,0,0,0,0.0063694268,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0
1,0,2,45,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,19,0,0,0,0,0.0136476427,0.1842105263,0,1,0,0,0,0.0012406948,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1,0,2,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,14,8,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,3,81,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,58,0,0,0,0,0.0580645161,0.3,0,1,0,0,0,0.4935483871,0,0,0,0,0,1,0,0,1,-1,0,1,0,0,0
2,0,3,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,20,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,1,3,54,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,16,31,0,0,0,0,0.2686567164,0.1428571429,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2,0,2,70,6,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,9,54,0,0,0,0,0.0192307692,0.5135135135,0,1,1,0,0,0.108974359,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
2,0,2,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,18,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3,1,2,34,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,21,6,0,0,0,0,0.0158730159,0.44,1,1,0,0,0,0.126984127,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
1,0,3,72,6,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,17,48,0,0,0,0,0.4489795918,0.3928571429,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2,1,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,5,0,0,0,0,0.7777777778,0.2222222222,0,1,0,0,0,0.2222222222,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
2,0,5,61,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,46,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3,0,5,70,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,41,0,0,0,0,0.2567567568,0.8666666667,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,1
1,0,2,69,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,38,0,0,0,0,0.0833333333,0.4166666667,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
1,0,5,100,11,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,20,73,0,0,0,0,0.0892857143,0.2419354839,0,1,0,0,0,0.1071428571,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
2,1,2,67,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,38,0,0,0,0,0.2727272727,0.1666666667,0,1,0,0,0,0.1363636364,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
1,0,3,70,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,41,0,0,0,0,0.2727272727,0.40625,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
3,0,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,14,0,0,0,0,0.0,0.3636363636,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,1
3,1,4,62,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,33,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
2,1,5,77,5,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,25,45,0,0,0,0,0.1747851003,0.8709677419,0,1,0,0,0,0.0229226361,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
2,1,3,57,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,14,36,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,6,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,34,0,0,1,0,0.0,0.2857142857,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1
2,1,0,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,1,0,0,0,0,0.0222222222,0.0526315789,0,0,0,0,0,0.0888888889,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
1,0,3,67,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,22,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,4,46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,22,0,0,0,0,0.0,0.1538461538,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,0,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,21,0,0,0,0,1.0,0.1428571429,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,-1,1
2,1,4,88,7,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,14,67,0,0,0,0,0.0,0.25,0,0,0,0,0,0.0833333333,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
2,0,3,84,0,0,0,0,0,0,0,1,0,21,1,1,0,0,1,0,18,59,0,0,0,0,0.1428571429,0.0666666667,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
3,1,4,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,25,0,0,0,0,0.0,0.2857142857,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1
1,0,1,47,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,21,0,0,0,0,0.0833333333,0.2131147541,0,1,1,0,0,0.0111111111,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
3,1,6,123,2,0,0,0,0,4,0,0,0,8,1,1,0,0,0,0,21,95,0,0,0,0,1.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
2,1,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0,0,0.0,0.25,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,0
3,1,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,14,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
1,0,3,44,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,12,25,0,0,0,0,0.0277777778,0.5483870968,0,1,0,0,0,0.0555555556,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
1,0,2,41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,16,0,0,0,0,0.1842105263,0.5454545455,0,1,0,0,0,0.0263157895,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0
2,1,6,87,1,0,0,0,0,0,0,0,0,25,1,1,0,0,0,0,21,59,0,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
3,1,3,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,19,0,0,0,0,0.375,1.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1
1,0,4,79,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,65,0,0,0,0,0.0372881356,0.1884057971,0,1,1,0,0,0.0237288136,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
1,0,2,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,12,0,0,0,0,0.3076923077,1.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1
2,0,4,58,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,30,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
4,1,4,65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,29,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,3,58,1,1,0,0,0,0,0,0,0,18,1,1,0,0,0,0,13,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3,0,6,67,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,38,0,0,0,0,0.0,0.6,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
2,1,4,58,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,0,2,79,6,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,15,57,0,0,0,0,0.0,0.1428571429,0,0,0,0,0,0.0666666667,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
2,1,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0.1162790698,0.9268292683,0,1,0,0,0,0.0084566596,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
3,0,4,83,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,65,0,0,0,0,0.0819112628,0.0579710145,0,1,1,0,0,0.023890785,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,0
3,0,2,34,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,12,15,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
1,0,2,35,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,9,19,0,0,0,0,0.027027027,0.3928571429,0,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
2,0,4,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10,31,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,3,69,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,44,0,0,0,0,0.232,0.5625,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,0
2,0,3,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,15,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,1,10,113,0,0,0,0,1,0,0,0,0,22,1,1,0,0,1,0,26,80,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
1,0,3,63,0,0,0,0,0,0,0,0,0,23,1,1,0,0,1,0,15,41,0,0,0,0,0.1739130435,0.2441860465,0,1,0,0,0,0.0434782609,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1
2,0,3,95,13,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,12,76,0,0,0,0,0.13125,0.1527777778,0,1,0,0,0,0.00625,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
2,1,5,55,3,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,18,30,0,0,0,0,0.1935483871,0.25,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2,1,3,111,9,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,15,89,0,0,0,0,0.3433962264,0.7448979592,0,1,0,0,0,0.0264150943,0,0,0,0,0,1,0,0,1,-1,-1,1,0,0,0
3,0,2,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,15,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
2,0,6,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,41,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,5,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,20,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,3,67,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,22,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3,0,4,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,33,0,0,0,0,0.6,0.0,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
2,1,2,45,0,0,0,0,0,0,0,0,0,13,1,1,0,0,1,0,19,19,0,0,0,0,0.0204081633,0.1034482759,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,0,5,56,2,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,11,38,0,0,0,0,0.1378910776,0.960170697,0,1,0,0,0,0.0028968714,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,0
2,0,4,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,31,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1,1
3,1,2,80,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,25,48,0,0,0,0,0.1404494382,0.2272727273,0,1,0,0,0,0.0112359551,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
2,0,3,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,25,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,1,3,113,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,78,0,0,0,0,0.1323529412,0.9677419355,0,1,0,0,0,0.0441176471,0,0,0,0,1,0,0,0,1,-1,-1,1,0,1,0
2,1,0,43,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,35,1,0,0,0,0,0.0,0.0303030303,0,0,0,0,0,0.0357142857,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
2,0,5,106,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,19,80,0,0,0,0,0.4326923077,0.1739130435,1,1,0,0,0,0.0192307692,0,0,0,0,0,1,0,0,1,-1,1,1,0,0,0
1,0,5,87,7,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,16,64,0,0,0,0,0.2195121951,0.7346938776,0,1,1,0,0,0.0243902439,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1,0
2,0,3,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,23,0,0,0,0,0.3333333333,1.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1
3,1,6,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,44,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
2,1,2,40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,13,0,0,0,0,0.1020408163,0.6382978723,0,1,0,0,0,0.0816326531,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
5,1,3,67,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,16,44,0,0,0,0,0.0925925926,0.15625,0,1,0,0,0,0.0925925926,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
2,0,6,60,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10,43,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
3,0,3,40,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,12,21,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,2,61,7,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,13,41,0,0,0,0,0.0125,0.2083333333,0,0,0,0,0,0.15,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
2,0,4,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,27,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4,1,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,18,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,3,41,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,22,0,0,0,0,0.3209876543,0.5106382979,0,1,0,0,0,0.0617283951,0,0,0,0,0,1,0,0,1,1,-1,1,0,0,0
3,1,2,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31,19,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,0,2,74,5,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,14,53,0,0,0,0,0.2093023256,0.328125,0,1,0,0,0,0.0813953488,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
1,0,2,65,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,47,0,0,0,0,0.0,0.1176470588,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2,1,2,57,2,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,22,28,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
1,0,3,58,1,1,0,0,0,0,0,0,0,21,1,1,0,0,0,0,13,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2,0,3,48,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,15,26,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1,0,2,32,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,9,0,0,0,0,1.0,0.2,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
6,1,3,50,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,0,14,29,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2,0,4,57,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,33,0,0,0,0,0.875,0.9423076923,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
2,1,4,60,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,22,31,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3,1,1,71,4,0,0,0,0,0,0,0,0,14,1,1,0,0,1,0,24,40,0,0,0,0,0.0875,0.25,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2,1,4,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,19,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2,1,4,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,23,0,0,0,0,0.0245901639,0.125,0,1,0,0,0,0.0081967213,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
3,1,4,55,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,17,31,0,0,0,0,0.264957265,0.2972972973,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
3,1,2,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,25,0,0,0,0,0.0963855422,0.4117647059,0,1,0,0,0,0.0240963855,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
4,0,5,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,49,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3,1,3,61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,28,0,0,0,0,0.8571428571,1.0,0,1,0,0,0,0.1428571429,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
3,1,1,53,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,36,10,0,0,0,0,0.0,0.2142857143,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,1,0,1,1,-1,1
3,0,4,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,34,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
4,1,4,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,36,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1,0,6,73,4,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,11,55,0,0,0,0,0.1518987342,0.1739130435,0,1,0,0,0,0.0126582278,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
4,0,3,64,0,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,15,42,0,0,0,0,0.1833333333,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
3,1,5,121,6,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,34,80,0,0,0,0,0.0009372071,0.0322580645,0,1,0,0,0,0.0018744142,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
2,0,4,62,0,0,0,0,2,0,0,0,0,7,1,1,0,0,0,0,17,38,0,0,0,0,0.2638297872,0.125,0,1,0,0,0,0.0021276596,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1,0,5,105,8,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,19,79,0,0,0,0,0.1428571429,0.4545454545,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
2,0,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,20,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
